district,price,area,room_count,budget,transport,distance,safety,features,social
Özlüce,14750.0,93.4,2+1,0.8152695185114138,0.62,0.8415094339622642,0.7,0.8266666666666667,0.6488818565400845
Özlüce,15110.0,89.3,2+1,0.8083637061193171,0.64,0.8754716981132076,0.67,0.8383333333333333,0.6498101265822784
Özlüce,13540.0,71.0,2+1,0.8384807212737387,0.71,0.7132075471698114,0.75,0.8383333333333333,0.679662447257384
Özlüce,11130.0,64.6,1+1,0.884711298676386,0.72,0.8113207547169812,0.75,0.6649999999999999,0.7165400843881856
Özlüce,26550.0,119.3,3+1,0.5889123345482448,0.6,0.7433962264150944,0.79,0.7216666666666667,0.6077848101265824
Özlüce,20350.0,107.0,3+1,0.7078457701899099,0.5900000000000001,0.7773584905660378,0.6900000000000001,0.7,0.7098945147679325
Özlüce,9140.0,53.6,1+1,0.9228850949549204,0.71,0.7886792452830189,0.76,0.5133333333333333,0.6103586497890295
Özlüce,9310.0,63.6,1+1,0.9196240168808747,0.61,0.7584905660377359,0.67,0.9249999999999999,0.6559915611814346
Özlüce,29140.0,140.7,4+1,0.5392288509495492,0.65,0.7245283018867925,0.64,0.7749999999999999,0.6981012658227848
Özlüce,22170.0,94.5,2+1,0.6729330519854211,0.64,0.8264150943396227,0.73,0.8291666666666666,0.5698101265822786
Özlüce,9460.0,48.0,1+1,0.9167465950508344,0.71,0.7320754716981133,0.6599999999999999,0.7399999999999999,0.6270042194092826
Özlüce,9410.0,48.1,1+1,0.9177057356608479,0.5900000000000001,0.8188679245283019,0.6799999999999999,0.7749999999999999,0.6000421940928269
Özlüce,17920.0,120.5,3+1,0.7544600038365624,0.52,0.8452830188679246,0.73,0.7333333333333334,0.6274683544303797
Özlüce,14100.0,102.6,3+1,0.8277383464415884,0.71,0.8490566037735849,0.72,0.8758333333333332,0.6627848101265823
Özlüce,14020.0,93.9,2+1,0.8292729714176098,0.64,0.7660377358490567,0.73,0.6966666666666665,0.610675105485232
Özlüce,32080.0,168.9,4+1,0.4828313830807597,0.61,0.8226415094339623,0.76,0.9133333333333332,0.5590295358649789
Özlüce,10120.0,73.2,2+1,0.9040859389986572,0.6799999999999999,0.7433962264150944,0.5700000000000001,0.825,0.6477848101265823
Özlüce,17770.0,85.2,2+1,0.7573374256666028,0.71,0.8150943396226416,0.6599999999999999,0.9133333333333332,0.6037974683544303
Özlüce,13820.0,84.1,2+1,0.8331095338576635,0.53,0.7245283018867925,0.54,0.9041666666666666,0.5755907172995781
Özlüce,16040.0,89.4,2+1,0.7905236907730673,0.6799999999999999,0.7735849056603774,0.8,0.6399999999999999,0.6535654008438818
Özlüce,11720.0,64.0,1+1,0.8733934394782275,0.6599999999999999,0.9169811320754717,0.71,0.8875,0.7099789029535866
Özlüce,8700.0,57.0,1+1,0.9313255323230385,0.65,0.7735849056603774,0.82,0.71,0.650210970464135
Özlüce,14730.0,85.9,2+1,0.8156531747554192,0.64,0.7547169811320755,0.8400000000000001,0.6466666666666666,0.6291139240506329
Özlüce,19330.0,119.5,3+1,0.7274122386341837,0.76,0.7622641509433963,0.74,0.7708333333333334,0.6500421940928269
Özlüce,7930.0,52.5,1+1,0.9460962977172453,0.79,0.6415094339622642,0.74,0.9183333333333332,0.6640295358649789
Özlüce,18860.0,92.7,2+1,0.73642816036831,0.6599999999999999,0.7886792452830189,0.67,0.6416666666666666,0.6011392405063292
Özlüce,14630.0,75.1,2+1,0.817571455975446,0.64,0.8905660377358491,0.65,0.9016666666666666,0.6817721518987341
Özlüce,18040.0,93.8,2+1,0.7521580663725302,0.6799999999999999,0.7773584905660378,0.77,0.6766666666666666,0.6353586497890296
Özlüce,21660.0,107.7,3+1,0.682716286207558,0.6799999999999999,0.7811320754716982,0.6799999999999999,0.7941666666666667,0.6683333333333333
Özlüce,18360.0,109.9,3+1,0.7460195664684443,0.62,0.8264150943396227,0.67,0.6883333333333332,0.5922362869198312
Özlüce,22460.0,101.3,3+1,0.6673700364473432,0.8,0.7622641509433963,0.73,0.7333333333333334,0.6514556962025317
Özlüce,12140.0,61.5,1+1,0.8653366583541147,0.72,0.7018867924528303,0.62,0.6416666666666666,0.5862236286919831
Özlüce,14040.0,78.3,2+1,0.8288893151736044,0.74,0.7320754716981133,0.76,0.9624999999999999,0.669662447257384
Özlüce,11770.0,72.4,2+1,0.8724342988682141,0.61,0.6981132075471699,0.64,0.8383333333333333,0.6770042194092827
Özlüce,10840.0,52.3,1+1,0.8902743142144638,0.76,0.7660377358490567,0.77,0.7,0.6788818565400845
Özlüce,8300.0,47.9,1+1,0.938998657203146,0.6900000000000001,0.8188679245283019,0.74,0.6933333333333332,0.6717721518987341
Özlüce,10710.0,63.6,1+1,0.8927680798004988,0.61,0.7509433962264151,0.6599999999999999,0.7399999999999999,0.6182489451476794
Özlüce,17400.0,78.8,2+1,0.7644350661807021,0.6799999999999999,0.7849056603773585,0.6799999999999999,0.9299999999999999,0.5691772151898735
Özlüce,14140.0,89.0,2+1,0.8269710339535776,0.8400000000000001,0.8264150943396227,0.65,0.5158333333333334,0.5995780590717299
Özlüce,8850.0,47.0,1+1,0.9284481104929982,0.61,0.7433962264150944,0.65,0.6183333333333333,0.6332489451476793
Özlüce,20860.0,103.4,3+1,0.6980625359677729,0.6900000000000001,0.769811320754717,0.71,0.7166666666666666,0.6511392405063291
Özlüce,33100.0,163.1,4+1,0.46326491463648567,0.55,0.7358490566037736,0.6799999999999999,0.9624999999999999,0.6388818565400844
Özlüce,9140.0,48.8,1+1,0.9228850949549204,0.61,0.7132075471698114,0.67,0.8125,0.7088818565400844
Özlüce,25760.0,153.7,4+1,0.604066756186457,0.65,0.7471698113207548,0.7,0.9066666666666667,0.6066877637130801
Özlüce,7410.0,46.8,1+1,0.956071360061385,0.53,0.7056603773584906,0.71,0.8383333333333333,0.6331645569620253
Özlüce,18200.0,135.9,4+1,0.7490888164204872,0.71,0.739622641509434,0.64,0.5116666666666666,0.7309915611814346
Özlüce,27930.0,154.1,4+1,0.5624400537118741,0.6799999999999999,0.8377358490566038,0.72,0.6491666666666667,0.6177004219409283
Özlüce,10550.0,61.0,1+1,0.8958373297525417,0.67,0.709433962264151,0.6799999999999999,0.6091666666666666,0.6772362869198312
Özlüce,21150.0,111.0,3+1,0.692499520429695,0.45999999999999996,0.8339622641509434,0.72,0.8008333333333333,0.6066877637130801
Özlüce,20260.0,158.5,4+1,0.709572223287934,0.5,0.7849056603773585,0.76,0.31749999999999995,0.600675105485232
Özlüce,24120.0,154.6,4+1,0.6355265681948974,0.62,0.6981132075471699,0.76,0.7474999999999999,0.5991139240506329
Özlüce,30990.0,157.7,4+1,0.5037406483790523,0.6599999999999999,0.8075471698113208,0.67,0.7774999999999999,0.6203586497890295
Özlüce,19500.0,81.4,2+1,0.7241511605601381,0.61,0.7433962264150944,0.67,0.6066666666666667,0.5824683544303798
Özlüce,10350.0,50.4,1+1,0.8996738921925954,0.63,0.7811320754716982,0.6,0.7891666666666666,0.6820042194092827
Özlüce,20340.0,102.1,3+1,0.7080375983119125,0.52,0.769811320754717,0.7,0.7891666666666666,0.6520042194092828
Özlüce,13280.0,73.3,2+1,0.8434682524458086,0.7,0.8339622641509434,0.8,0.7333333333333334,0.7073206751054852
Özlüce,17490.0,86.5,2+1,0.7627086130826779,0.63,0.8264150943396227,0.65,0.8125,0.6680168776371308
Özlüce,12710.0,76.2,2+1,0.8544024553999616,0.6799999999999999,0.7660377358490567,0.64,0.7374999999999999,0.6472362869198311
Özlüce,16140.0,92.0,2+1,0.7886054095530405,0.61,0.7886792452830189,0.7,0.595,0.6481012658227847
Özlüce,9700.0,60.6,1+1,0.91214272012277,0.65,0.7547169811320755,0.73,0.5275,0.5816033755274261
Özlüce,16970.0,118.6,3+1,0.7726836754268176,0.63,0.8188679245283019,0.65,0.7916666666666666,0.6875527426160337
Özlüce,10210.0,63.2,1+1,0.902359485900633,0.6799999999999999,0.7132075471698114,0.8,0.6933333333333332,0.7031012658227848
Özlüce,16450.0,125.7,3+1,0.7826587377709573,0.74,0.8377358490566038,0.71,0.4858333333333333,0.6730168776371308
Özlüce,28510.0,119.3,3+1,0.5513140226357184,0.54,0.7509433962264151,0.75,0.63,0.69957805907173
Özlüce,16530.0,93.0,2+1,0.7811241127949358,0.65,0.8113207547169812,0.82,0.8599999999999999,0.7080168776371308
Özlüce,14290.0,80.8,2+1,0.8240936121235374,0.79,0.7169811320754718,0.74,0.9766666666666666,0.5827848101265822
Özlüce,11990.0,75.7,2+1,0.868214080184155,0.55,0.7849056603773585,0.62,0.8925000000000001,0.5611392405063291
Özlüce,37030.0,169.9,4+1,0.3878764626894303,0.5599999999999999,0.7207547169811321,0.73,0.7516666666666666,0.7202109704641351
Özlüce,18080.0,118.7,3+1,0.7513907538845195,0.73,0.8,0.75,0.6166666666666667,0.6619198312236287
Özlüce,12480.0,77.7,2+1,0.8588145022060234,0.72,0.8264150943396227,0.7,0.9883333333333333,0.7014556962025317
Özlüce,13010.0,60.3,1+1,0.8486476117398811,0.6799999999999999,0.7358490566037736,0.6900000000000001,0.8641666666666666,0.729662447257384
Özlüce,8060.0,51.6,1+1,0.9436025321312105,0.65,0.7132075471698114,0.7,0.7216666666666667,0.6466877637130801
Özlüce,14370.0,93.4,2+1,0.8225589871475159,0.64,0.8264150943396227,0.61,0.85,0.540042194092827
Özlüce,29420.0,159.3,4+1,0.533857663533474,0.6599999999999999,0.8490566037735849,0.65,0.7191666666666667,0.6469198312236286
Özlüce,21950.0,126.6,3+1,0.6771532706694802,0.5700000000000001,0.6830188679245283,0.6599999999999999,0.9883333333333333,0.6327004219409282
Özlüce,8040.0,49.3,1+1,0.9439861883752159,0.5599999999999999,0.7509433962264151,0.71,0.71,0.6503586497890295
Özlüce,15220.0,107.4,3+1,0.8062535967772876,0.64,0.7471698113207548,0.72,0.7733333333333333,0.6440295358649789
Özlüce,14960.0,75.3,2+1,0.8112411279493574,0.67,0.8490566037735849,0.7,0.8266666666666667,0.6232489451476793
Beşevler,21960.0,85.7,2+1,0.6769614425474775,0.89,0.8867924528301887,0.65,0.8175,0.6560759493670887
Beşevler,15860.0,80.3,2+1,0.7939765969691157,0.8300000000000001,0.7773584905660378,0.8,0.705,0.674746835443038
Beşevler,12120.0,85.2,2+1,0.86572031459812,0.89,0.8264150943396227,0.77,0.685,0.7477215189873417
Beşevler,28680.0,118.1,3+1,0.5480529445616728,0.93,0.8075471698113208,0.78,0.7541666666666667,0.6989662447257383
Beşevler,18160.0,109.7,3+1,0.749856128908498,0.76,0.8264150943396227,0.86,0.6183333333333333,0.774831223628692
Beşevler,12910.0,70.0,2+1,0.8505658929599079,0.73,0.7622641509433963,0.74,0.5624999999999999,0.6218565400843882
Beşevler,17950.0,93.2,2+1,0.7538845194705543,0.86,0.8603773584905661,0.7,0.7566666666666667,0.5599789029535864
Beşevler,15960.0,74.8,2+1,0.7920583157490888,0.96,0.8641509433962264,0.76,0.9133333333333332,0.6388818565400844
Beşevler,10750.0,54.5,1+1,0.892000767312488,0.77,0.8679245283018868,0.76,0.6349999999999999,0.689746835443038
Beşevler,27070.0,110.4,3+1,0.5789372722041051,0.75,0.8339622641509434,0.74,0.595,0.6436497890295358
Beşevler,7270.0,45.7,1+1,0.9587569537694226,0.8,0.8528301886792453,0.79,0.6533333333333333,0.5737974683544304
Beşevler,12840.0,74.4,2+1,0.8519086898139268,0.77,0.8490566037735849,0.79,0.6233333333333333,0.6339662447257384
Beşevler,20830.0,84.8,2+1,0.698638020333781,0.77,0.8301886792452831,0.72,0.6091666666666666,0.6186497890295359
Beşevler,12860.0,55.0,1+1,0.8515250335699214,0.9400000000000001,0.9245283018867925,0.77,0.7141666666666666,0.7199789029535865
Beşevler,10430.0,47.8,1+1,0.898139267216574,0.89,0.8905660377358491,0.6900000000000001,0.9766666666666666,0.6100632911392405
Beşevler,21410.0,94.8,2+1,0.6875119892576251,0.78,0.9358490566037736,0.65,0.82,0.779746835443038
Beşevler,28150.0,147.5,4+1,0.5582198350278151,0.8699999999999999,0.9245283018867925,0.71,0.6724999999999999,0.715379746835443
Beşevler,22930.0,93.2,2+1,0.658354114713217,0.8,0.8490566037735849,0.6599999999999999,0.8008333333333333,0.5952109704641351
Beşevler,22080.0,92.6,2+1,0.6746595050834452,0.86,0.8377358490566038,0.8400000000000001,0.7633333333333332,0.6488818565400845
Beşevler,11910.0,47.5,1+1,0.8697487051601764,0.8,0.8528301886792453,0.75,0.8291666666666666,0.639662447257384
Beşevler,18500.0,76.5,2+1,0.7433339727604067,0.9400000000000001,0.9622641509433962,0.7,0.7424999999999999,0.6674050632911392
Beşevler,10150.0,50.9,1+1,0.9035104546326491,0.8699999999999999,0.9056603773584906,0.6599999999999999,0.6908333333333333,0.6608438818565401
Beşevler,19600.0,87.4,2+1,0.7222328793401113,0.82,0.8641509433962264,0.73,0.8925000000000001,0.6694303797468355
Beşevler,23570.0,104.7,3+1,0.646077114905045,0.8,0.7811320754716982,0.73,0.6558333333333333,0.6566244725738397
Beşevler,15630.0,74.5,2+1,0.7983886437751775,0.95,0.9207547169811321,0.8800000000000001,0.9133333333333332,0.6770886075949367
Beşevler,17040.0,77.4,2+1,0.7713408785727988,0.8400000000000001,0.8301886792452831,0.76,0.6258333333333332,0.7370886075949368
Beşevler,10140.0,61.6,1+1,0.9037022827546518,0.8,0.8301886792452831,0.6900000000000001,0.5258333333333333,0.6721729957805908
Beşevler,12270.0,62.7,1+1,0.8628428927680798,0.85,0.8150943396226416,0.8800000000000001,0.6958333333333333,0.6636497890295359
Beşevler,18200.0,82.8,2+1,0.7490888164204872,0.8400000000000001,0.9320754716981132,0.72,0.7658333333333334,0.6937341772151899
Beşevler,24320.0,114.2,3+1,0.6316900057548437,0.8400000000000001,0.8150943396226416,0.79,0.6883333333333332,0.6928691983122363
Beşevler,10040.0,46.4,1+1,0.9056205639746787,0.8300000000000001,0.8264150943396227,0.62,0.6816666666666666,0.6895147679324896
Beşevler,16080.0,83.4,2+1,0.7897563782850566,0.9099999999999999,0.9962264150943396,0.82,0.8808333333333334,0.6660759493670886
Beşevler,23700.0,127.0,3+1,0.6435833493190102,0.8,0.9471698113207547,0.75,0.8083333333333333,0.7739662447257384
Beşevler,8240.0,46.6,1+1,0.940149625935162,0.9800000000000001,0.8226415094339623,0.7,0.6266666666666667,0.6847468354430379
Beşevler,16540.0,61.1,1+1,0.7809322846729331,0.79,0.8490566037735849,0.78,0.7,0.6336497890295358
Beşevler,16870.0,81.2,2+1,0.7746019566468444,0.8400000000000001,0.8867924528301887,0.79,0.8758333333333332,0.6694303797468355
Beşevler,25370.0,104.6,3+1,0.6115480529445616,0.95,0.8905660377358491,0.71,0.8175,0.6249789029535865
Beşevler,22850.0,71.7,2+1,0.6598887396892384,0.99,0.8339622641509434,0.76,0.8266666666666667,0.6089662447257383
Beşevler,30200.0,125.6,3+1,0.5188950700172645,0.9199999999999999,0.8981132075471698,0.8300000000000001,1.0,0.705295358649789
Beşevler,15380.0,114.0,3+1,0.8031843468252446,0.89,0.8603773584905661,0.74,0.5333333333333333,0.6249789029535865
Beşevler,21130.0,123.8,3+1,0.6928831766737004,0.7,0.8905660377358491,0.77,0.6516666666666666,0.71584388185654
Beşevler,47060.0,159.5,4+1,0.19547285632073663,1.0,0.8490566037735849,0.71,1.0,0.6478691983122363
Beşevler,26930.0,102.5,3+1,0.5816228659121427,0.79,0.8981132075471698,0.77,0.7258333333333332,0.5870886075949368
Beşevler,30900.0,121.4,3+1,0.5054671014770765,0.8400000000000001,0.7849056603773585,0.78,0.7374999999999999,0.6918565400843881
Beşevler,27970.0,118.6,3+1,0.5616727412238633,0.8,0.8716981132075472,0.6799999999999999,0.7874999999999999,0.7633333333333333
Beşevler,25430.0,101.8,3+1,0.6103970842125456,0.89,0.7849056603773585,0.82,0.7891666666666666,0.7115400843881856
Beşevler,22790.0,100.7,3+1,0.6610397084212545,0.8699999999999999,0.8981132075471698,0.75,0.8641666666666666,0.7108438818565401
Beşevler,30520.0,141.4,4+1,0.5127565701131787,0.93,0.8226415094339623,0.65,0.9133333333333332,0.7598312236286919
Beşevler,16510.0,83.5,2+1,0.7815077690389411,0.93,0.8,0.77,0.895,0.660295358649789
Beşevler,18540.0,74.1,2+1,0.7425666602723959,0.78,0.8264150943396227,0.73,0.6091666666666666,0.6739662447257384
Beşevler,14930.0,91.1,2+1,0.8118166123153654,0.82,0.7547169811320755,0.77,0.5583333333333332,0.6874050632911393
Beşevler,27160.0,113.2,3+1,0.577210819106081,0.93,0.8641509433962264,0.72,0.8008333333333333,0.6802953586497891
Beşevler,21830.0,93.0,2+1,0.6794552081335123,0.85,0.7320754716981133,0.75,0.8008333333333333,0.6799789029535865
Beşevler,19800.0,100.1,3+1,0.7183963169000576,0.86,0.9018867924528302,0.6599999999999999,0.6816666666666666,0.6024683544303797
Beşevler,24050.0,100.9,3+1,0.6368693650489161,0.89,0.9509433962264151,0.8099999999999999,0.9275,0.6870042194092827
Beşevler,30130.0,136.4,4+1,0.5202378668712833,0.8800000000000001,0.9660377358490566,0.72,0.7258333333333332,0.6259915611814346
Beşevler,13030.0,64.5,1+1,0.8482639554958757,0.9099999999999999,0.9132075471698113,0.7,0.8833333333333333,0.6313080168776372
Beşevler,23920.0,109.8,3+1,0.6393631306349511,0.8400000000000001,0.8716981132075472,0.78,0.7825,0.7281856540084388
Beşevler,18300.0,101.2,3+1,0.7471705352004604,0.82,0.7471698113207548,0.74,0.6325,0.590210970464135
Beşevler,33460.0,165.3,4+1,0.456359102244389,0.96,0.8075471698113208,0.65,0.7283333333333333,0.7089662447257383
Beşevler,26860.0,147.5,4+1,0.5829656627661615,0.85,0.8339622641509434,0.67,0.6066666666666667,0.6313080168776372
Beşevler,20640.0,80.3,2+1,0.702282754651832,0.8400000000000001,0.879245283018868,0.8400000000000001,0.7774999999999999,0.5970886075949366
Beşevler,19640.0,77.5,2+1,0.7214655668521005,0.75,0.8301886792452831,0.8,0.9533333333333334,0.7099789029535866
Beşevler,9430.0,49.7,1+1,0.9173220794168425,0.8800000000000001,0.8603773584905661,0.78,0.9133333333333332,0.6463924050632911
Beşevler,26170.0,136.7,4+1,0.5962018031843468,0.86,0.9018867924528302,0.6900000000000001,0.8125,0.6649789029535864
Beşevler,20050.0,87.1,2+1,0.7136006138499904,1.0,0.8943396226415095,0.79,0.85,0.694746835443038
Beşevler,22390.0,108.2,3+1,0.668712833301362,0.85,0.8528301886792453,0.78,0.5366666666666666,0.6859915611814346
Beşevler,19730.0,110.9,3+1,0.7197391137540763,0.8099999999999999,0.7471698113207548,0.77,0.7874999999999999,0.670210970464135
Beşevler,20580.0,86.8,2+1,0.7034337233838481,0.8800000000000001,0.8377358490566038,0.6900000000000001,0.6766666666666666,0.7413080168776371
Beşevler,12070.0,64.6,1+1,0.8666794552081335,0.8099999999999999,0.8301886792452831,0.76,0.6441666666666667,0.6221729957805907
Beşevler,12040.0,62.1,1+1,0.8672549395741416,0.8300000000000001,0.7584905660377359,0.79,0.8316666666666667,0.6194303797468355
Beşevler,27470.0,116.5,3+1,0.5712641473239977,0.8699999999999999,0.8037735849056604,0.6900000000000001,0.7941666666666667,0.6076371308016877
Beşevler,17000.0,76.8,2+1,0.7721081910608095,0.9800000000000001,0.8377358490566038,0.77,0.8758333333333332,0.725295358649789
Beşevler,9660.0,45.0,1+1,0.9129100326107807,0.78,0.9132075471698113,0.64,0.6958333333333333,0.6665400843881857
Beşevler,27160.0,103.8,3+1,0.577210819106081,0.8800000000000001,0.8415094339622642,0.71,0.8758333333333332,0.6695147679324895
Beşevler,14080.0,72.1,2+1,0.8281220026855938,0.86,0.8113207547169812,0.78,0.8875,0.6824050632911391
Beşevler,21340.0,104.0,3+1,0.688854786111644,0.9199999999999999,0.8226415094339623,0.78,0.9624999999999999,0.6855274261603375
Beşevler,19910.0,81.8,2+1,0.7162862075580281,0.8800000000000001,0.8679245283018868,0.73,0.7774999999999999,0.7023206751054852
Beşevler,11880.0,53.9,1+1,0.8703241895261845,0.9099999999999999,0.8,0.8,0.9391666666666667,0.6233333333333333
Beşevler,13970.0,56.3,1+1,0.8302321120276233,0.78,0.8452830188679246,0.76,0.9508333333333332,0.6705274261603376
Beşevler,19220.0,78.4,2+1,0.7295223479762133,0.78,0.8716981132075472,0.58,0.6116666666666666,0.755295358649789
Beşevler,20180.0,87.0,2+1,0.7111068482639555,0.8,0.8,0.8,0.8125,0.6070042194092826
Beşevler,21070.0,118.5,3+1,0.6940341454057164,0.8099999999999999,0.8301886792452831,0.72,0.8833333333333333,0.6629535864978904
Beşevler,14100.0,71.6,2+1,0.8277383464415884,0.78,0.8981132075471698,0.74,0.6116666666666666,0.6805274261603376
Beşevler,13980.0,87.7,2+1,0.8300402839056206,0.82,0.8981132075471698,0.65,0.36666666666666664,0.6313080168776372
Beşevler,18570.0,77.7,2+1,0.7419911759063879,0.8699999999999999,0.8943396226415095,0.76,0.6375,0.7588185654008439
Beşevler,15560.0,77.9,2+1,0.7997314406291962,0.8,0.7584905660377359,0.71,1.0,0.6463080168776372
Beşevler,36810.0,160.5,4+1,0.3920966813734894,0.9,0.8339622641509434,0.77,0.7849999999999999,0.6620886075949368
Beşevler,10660.0,49.7,1+1,0.8937272204105122,0.8300000000000001,0.9509433962264151,0.78,0.9883333333333333,0.6920886075949367
Beşevler,34670.0,149.5,4+1,0.4331478994820641,0.8699999999999999,0.8981132075471698,0.73,0.8341666666666667,0.7231856540084389
Beşevler,14640.0,73.1,2+1,0.8173796278534433,0.8300000000000001,0.8339622641509434,0.77,0.595,0.6038818565400844
Beşevler,12610.0,60.5,1+1,0.8563207366199885,0.8300000000000001,0.8490566037735849,0.75,0.7541666666666667,0.7274050632911393
Beşevler,12540.0,55.1,1+1,0.8576635334740073,0.8699999999999999,0.8075471698113208,0.8,0.7283333333333333,0.6350632911392404
Beşevler,9480.0,49.9,1+1,0.9163629388068291,0.8699999999999999,0.8,0.9199999999999999,0.5533333333333333,0.7037341772151899
Beşevler,31730.0,118.1,3+1,0.48954536735085363,0.9,0.8377358490566038,0.74,0.9391666666666667,0.7659282700421941
Beşevler,13810.0,75.5,2+1,0.8333013619796662,0.76,0.7811320754716982,0.6599999999999999,0.6891666666666666,0.6995147679324895
Beşevler,8950.0,73.0,2+1,0.9265298292729715,0.9099999999999999,0.8075471698113208,0.77,0.6749999999999999,0.6405274261603375
Beşevler,26120.0,112.2,3+1,0.5971609437943602,0.8099999999999999,0.8490566037735849,0.8699999999999999,0.8291666666666666,0.5931012658227848
Beşevler,20010.0,88.9,2+1,0.7143679263380012,0.89,0.8528301886792453,0.74,0.8641666666666666,0.744198312236287
Beşevler,27510.0,136.9,4+1,0.5704968348359869,0.72,0.8075471698113208,0.8300000000000001,0.8175,0.6802953586497891
Beşevler,18610.0,143.3,4+1,0.7412238634183772,0.86,0.8905660377358491,0.77,0.5141666666666667,0.7740506329113923
Beşevler,26980.0,107.3,3+1,0.5806637253021293,0.8400000000000001,0.7962264150943397,0.73,0.8008333333333333,0.6565400843881857
Beşevler,21370.0,117.5,3+1,0.6882793017456359,0.9,0.8867924528301887,0.79,0.6533333333333333,0.6210759493670887
Beşevler,24040.0,110.0,3+1,0.6370611931709189,0.77,0.7283018867924529,0.67,0.8383333333333333,0.6763080168776372
Beşevler,17600.0,74.2,2+1,0.7605985037406484,0.8800000000000001,0.909433962264151,0.73,0.9649999999999999,0.6610759493670886
Beşevler,25420.0,119.5,3+1,0.6105889123345483,0.8400000000000001,0.8188679245283019,0.7,0.7408333333333333,0.6763924050632911
Beşevler,9540.0,57.0,1+1,0.9152119700748129,0.9,0.8452830188679246,0.82,0.8524999999999999,0.7584177215189873
Beşevler,24570.0,100.8,3+1,0.6268943027047765,0.85,0.8301886792452831,0.65,0.9624999999999999,0.70584388185654
Beşevler,33050.0,143.4,4+1,0.4642240552464991,0.95,0.9245283018867925,0.77,0.7141666666666666,0.7592827004219409
Beşevler,10200.0,53.4,1+1,0.9025513140226358,0.78,0.8716981132075472,0.79,0.6683333333333332,0.625295358649789
Beşevler,24350.0,109.1,3+1,0.6311145213888356,0.93,0.7433962264150944,0.8,0.7258333333333332,0.6375527426160337
Beşevler,24820.0,152.7,4+1,0.6220985996547094,0.8699999999999999,0.969811320754717,0.79,0.3341666666666666,0.6336497890295358
Beşevler,10090.0,53.3,1+1,0.9046614233646653,0.6599999999999999,0.8679245283018868,0.8099999999999999,0.9416666666666667,0.6099789029535865
Beşevler,21640.0,87.2,2+1,0.6830999424515634,0.75,0.8905660377358491,0.86,0.8291666666666666,0.5886497890295359
Beşevler,31550.0,145.1,4+1,0.49299827354690196,0.93,0.9358490566037736,0.78,0.7616666666666666,0.6505274261603375
Beşevler,29290.0,136.9,4+1,0.5363514291195088,0.73,0.8641509433962264,0.65,0.8783333333333333,0.7002953586497891
Beşevler,12080.0,64.5,1+1,0.8664876270861308,0.8099999999999999,0.9283018867924528,0.6900000000000001,0.9533333333333334,0.6162236286919831
Beşevler,17860.0,84.1,2+1,0.7556109725685786,0.9099999999999999,0.909433962264151,0.74,0.8899999999999999,0.6789662447257384
Beşevler,26100.0,114.2,3+1,0.5975446000383656,0.77,0.7924528301886793,0.65,0.7,0.6813924050632911
Beşevler,8950.0,53.3,1+1,0.9265298292729715,0.8800000000000001,0.769811320754717,0.8099999999999999,0.7516666666666666,0.650210970464135
Beşevler,16180.0,71.2,2+1,0.7878380970650297,0.9099999999999999,0.8641509433962264,0.6900000000000001,0.8758333333333332,0.6839662447257384
Beşevler,7560.0,45.5,1+1,0.9531939382313447,0.9800000000000001,0.8,0.75,0.815,0.6702953586497891
Beşevler,9870.0,51.9,1+1,0.9088816420487243,0.8300000000000001,0.8,0.76,0.5275,0.6652953586497891
Beşevler,13540.0,71.8,2+1,0.8384807212737387,0.89,0.7358490566037736,0.75,0.9883333333333333,0.6099789029535865
Beşevler,20710.0,103.7,3+1,0.7009399577978132,0.79,0.8981132075471698,0.75,0.8008333333333333,0.6283333333333334
Beşevler,17200.0,90.0,2+1,0.7682716286207558,0.9099999999999999,0.8641509433962264,0.79,0.5624999999999999,0.7384177215189873
Beşevler,20340.0,108.8,3+1,0.7080375983119125,0.95,0.8679245283018868,0.78,0.9766666666666666,0.7355274261603375
Beşevler,12330.0,76.5,2+1,0.8616919240360637,0.8099999999999999,0.9283018867924528,0.78,0.44166666666666665,0.7010759493670886
Beşevler,22260.0,92.1,2+1,0.6712065988873969,0.76,0.9433962264150944,0.75,0.6933333333333332,0.6413080168776372
Beşevler,12280.0,52.6,1+1,0.8626510646460771,0.85,0.8981132075471698,0.62,0.9299999999999999,0.6652953586497891
Beşevler,8960.0,47.2,1+1,0.9263380011509688,0.8400000000000001,0.9547169811320755,0.79,0.7708333333333334,0.7908438818565401
Beşevler,25700.0,94.8,2+1,0.605217724918473,0.85,0.769811320754717,0.75,0.705,0.6927215189873418
Beşevler,10970.0,48.7,1+1,0.8877805486284289,0.89,0.8415094339622642,0.77,0.7891666666666666,0.7208438818565401
Beşevler,8580.0,46.7,1+1,0.9336274697870708,0.73,0.8603773584905661,0.6799999999999999,0.7991666666666666,0.6320886075949368
Beşevler,11330.0,59.9,1+1,0.8808747362363323,0.8,0.8264150943396227,0.78,0.8266666666666667,0.6394303797468355
Beşevler,31890.0,126.1,3+1,0.4864761173988107,0.85,0.9622641509433962,0.77,0.9508333333333332,0.679662447257384
Beşevler,14460.0,86.3,2+1,0.8208325340494916,0.8699999999999999,0.879245283018868,0.7,0.6583333333333333,0.610675105485232
Beşevler,32590.0,166.0,4+1,0.4730481488586227,0.8699999999999999,0.8037735849056604,0.8099999999999999,0.5183333333333333,0.7759915611814345
