listing_id,district,room_count,area,building_age,floor,total_floors,price,distance_to_university_km,distance_to_center_km,distance_to_hospital_km,green_space_score,safety_score,public_transport_score,noise_level
255,Özlüce,2+1,78.3,0,0,10,14040.0,7.1,7.6,3.3,6.6,7.6,7.4,4.4
256,Özlüce,2+1,72.4,1,0,7,11770.0,8.0,8.2,5.6,7.0,6.4,6.1,5.7
257,Özlüce,1+1,52.3,0,2,3,10840.0,6.2,7.4,3.3,6.7,7.7,7.6,5.7
258,Özlüce,1+1,47.9,7,1,5,8300.0,4.8,7.5,4.3,6.6,7.4,6.9,5.2
259,Özlüce,1+1,63.6,3,5,5,10710.0,6.6,9.8,3.5,6.5,6.6,6.1,4.0
260,Özlüce,2+1,78.8,6,9,11,17400.0,5.7,12.6,3.8,6.7,6.8,6.8,5.8
261,Özlüce,2+1,89.0,19,0,4,14140.0,4.6,9.5,3.9,6.0,6.5,8.4,4.8
262,Özlüce,1+1,47.0,7,0,3,8850.0,6.8,9.8,3.5,6.8,6.5,6.1,4.2
263,Özlüce,3+1,103.4,5,2,5,20860.0,6.1,9.9,2.6,7.2,7.1,6.9,5.3
264,Özlüce,4+1,163.1,0,3,10,33100.0,7.0,7.4,3.2,5.9,6.8,5.5,3.7
265,Özlüce,1+1,48.8,0,6,6,9140.0,7.6,7.4,3.8,7.3,6.7,6.1,6.0
266,Özlüce,4+1,153.7,8,1,11,25760.0,6.7,9.4,4.8,6.1,7.0,6.5,5.6
267,Özlüce,1+1,46.8,1,2,7,7410.0,7.8,11.7,4.8,7.6,7.1,5.3,3.3
268,Özlüce,4+1,135.9,29,2,7,18200.0,6.9,7.3,3.6,7.7,6.4,7.1,4.6
269,Özlüce,4+1,154.1,14,2,6,27930.0,4.3,10.3,3.3,6.7,7.2,6.8,5.3
270,Özlüce,1+1,61.0,11,4,4,10550.0,7.7,8.9,2.9,7.3,6.8,6.7,4.4
271,Özlüce,3+1,111.0,1,3,6,21150.0,4.4,9.4,5.3,6.1,7.2,4.6,5.0
272,Özlüce,4+1,158.5,36,2,4,20260.0,5.7,8.5,2.5,5.6,7.6,5.0,4.3
273,Özlüce,4+1,154.6,12,6,8,24120.0,8.0,8.1,4.8,5.4,7.6,6.2,4.1
274,Özlüce,4+1,157.7,3,3,6,30990.0,5.1,9.7,4.4,6.5,6.7,6.6,5.5
275,Özlüce,2+1,81.4,8,1,3,19500.0,6.8,9.6,4.6,5.7,6.7,6.1,5.6
276,Özlüce,1+1,50.4,2,4,6,10350.0,5.8,8.2,4.9,7.1,6.0,6.3,5.1
277,Özlüce,3+1,102.1,2,3,6,20340.0,6.1,8.2,3.8,6.5,7.0,5.2,4.6
278,Özlüce,2+1,73.3,10,0,7,13280.0,4.4,7.0,3.7,7.1,8.0,7.0,3.7
279,Özlüce,2+1,86.5,0,1,6,17490.0,4.6,9.1,4.3,7.2,6.5,6.3,2.6
280,Özlüce,2+1,76.2,0,2,4,12710.0,6.2,8.9,2.2,6.7,6.4,6.8,3.8
281,Özlüce,2+1,92.0,9,2,3,16140.0,5.6,7.2,2.8,6.0,7.0,6.1,5.6
282,Özlüce,1+1,60.6,18,4,4,9700.0,6.5,11.3,3.5,6.4,7.3,6.5,4.5
283,Özlüce,3+1,118.6,5,2,7,16970.0,4.8,7.7,4.5,7.0,6.5,6.3,3.3
284,Özlüce,1+1,63.2,7,3,5,10210.0,7.6,7.2,3.0,7.1,8.0,6.8,5.0
285,Özlüce,3+1,125.7,28,0,6,16450.0,4.3,9.1,4.1,7.3,7.1,7.4,5.0
286,Özlüce,3+1,119.3,6,2,3,28510.0,6.6,9.5,4.4,8.0,7.5,5.4,6.3
287,Özlüce,2+1,93.0,12,7,11,16530.0,5.0,9.1,3.8,8.0,8.2,6.5,5.1
288,Özlüce,2+1,80.8,2,1,11,14290.0,7.5,8.4,4.0,5.2,7.4,7.9,5.6
289,Özlüce,2+1,75.7,6,1,10,11990.0,5.7,9.9,4.1,5.4,6.2,5.5,5.4
290,Özlüce,4+1,169.9,2,5,5,37030.0,7.4,7.1,3.8,7.4,7.3,5.6,5.5
291,Özlüce,3+1,118.7,20,5,7,18080.0,5.3,10.1,4.8,7.5,7.5,7.3,5.7
292,Özlüce,2+1,77.7,1,1,11,12480.0,4.6,8.7,4.2,7.7,7.0,7.2,6.0
293,Özlüce,1+1,60.3,2,3,8,13010.0,7.0,7.6,4.1,7.8,6.9,6.8,5.5
294,Özlüce,1+1,51.6,11,0,7,8060.0,7.6,9.4,3.8,6.9,7.0,6.5,5.6
295,Özlüce,2+1,93.4,0,1,7,14370.0,4.6,10.9,4.3,5.4,6.1,6.4,6.4
296,Özlüce,4+1,159.3,8,1,6,29420.0,4.0,10.1,3.7,7.2,6.5,6.6,5.3
297,Özlüce,3+1,126.6,1,7,11,21950.0,8.4,10.3,3.4,7.0,6.6,5.7,5.9
298,Özlüce,1+1,49.3,12,4,7,8040.0,6.6,9.7,3.3,7.1,7.1,5.6,4.8
299,Özlüce,3+1,107.4,13,2,9,15220.0,6.7,10.0,4.6,7.1,7.2,6.4,4.5
300,Özlüce,2+1,75.3,2,7,7,14960.0,4.0,9.8,5.6,6.6,7.0,6.7,6.8
301,Beşevler,2+1,85.7,6,0,8,21960.0,3.0,5.4,1.7,5.4,6.5,8.9,8.5
302,Beşevler,2+1,80.3,6,1,5,15860.0,5.9,5.7,2.5,5.9,8.0,8.3,5.6
303,Beşevler,2+1,85.2,27,6,11,12120.0,4.6,3.9,2.6,6.6,7.7,8.9,5.9
304,Beşevler,3+1,118.1,5,5,6,28680.0,5.1,5.5,1.9,6.3,7.8,9.3,5.2
305,Beşevler,3+1,109.7,7,1,3,18160.0,4.6,3.8,2.2,7.1,8.6,7.6,5.7
306,Beşevler,2+1,70.0,15,0,4,12910.0,6.3,5.6,3.6,4.8,7.4,7.3,5.1
307,Beşevler,2+1,93.2,8,1,7,17950.0,3.7,6.4,3.8,3.9,7.0,8.6,5.9
308,Beşevler,2+1,74.8,1,8,9,15960.0,3.6,7.4,2.4,5.9,7.6,9.6,5.7
309,Beşevler,1+1,54.5,12,2,5,10750.0,3.5,5.7,3.7,6.2,7.6,7.7,5.1
310,Beşevler,3+1,110.4,9,0,3,27070.0,4.4,6.7,2.9,5.7,7.4,7.5,5.9
311,Beşevler,1+1,45.7,4,1,3,7270.0,3.9,9.3,3.7,5.4,7.9,8.0,4.8
312,Beşevler,2+1,74.4,13,1,5,12840.0,4.0,5.5,3.3,5.0,7.9,7.7,7.5
313,Beşevler,2+1,84.8,11,4,4,20830.0,4.5,6.7,3.0,5.2,7.2,7.7,4.8
314,Beşevler,1+1,55.0,2,2,4,12860.0,2.0,6.4,2.6,7.1,7.7,9.4,5.3
315,Beşevler,1+1,47.8,2,7,11,10430.0,2.9,4.5,1.9,4.1,6.9,8.9,4.6
316,Beşevler,2+1,94.8,9,0,9,21410.0,1.7,5.7,1.7,8.0,6.5,7.8,5.1
317,Beşevler,4+1,147.5,12,1,6,28150.0,2.0,3.3,2.8,5.7,7.1,8.7,6.4
318,Beşevler,2+1,93.2,1,3,6,22930.0,4.0,7.1,3.6,4.9,6.6,8.0,5.0
319,Beşevler,2+1,92.6,1,5,5,22080.0,4.3,7.4,3.4,6.1,8.4,8.6,5.7
320,Beşevler,1+1,47.5,5,2,8,11910.0,3.9,7.6,1.4,6.0,7.5,8.0,8.1
321,Beşevler,2+1,76.5,6,1,6,18500.0,1.0,5.1,3.8,5.5,7.0,9.4,7.2
322,Beşevler,1+1,50.9,4,1,4,10150.0,2.5,4.7,2.5,5.2,6.6,8.7,6.2
323,Beşevler,2+1,87.4,6,1,10,19600.0,3.6,6.9,3.6,6.3,7.3,8.2,4.8
324,Beşevler,3+1,104.7,7,1,4,23570.0,5.8,4.9,3.2,5.2,7.3,8.0,6.5
325,Beşevler,2+1,74.5,1,7,9,15630.0,2.1,6.3,3.7,6.2,8.8,9.5,5.7
326,Beşevler,2+1,77.4,16,3,6,17040.0,4.5,6.3,3.5,7.4,7.6,8.4,7.4
327,Beşevler,1+1,61.6,31,4,8,10140.0,4.5,4.4,1.8,5.3,6.9,8.0,6.6
328,Beşevler,1+1,62.7,10,6,6,12270.0,4.9,6.7,2.4,6.1,8.8,8.5,5.4
329,Beşevler,2+1,82.8,4,0,6,18200.0,1.8,4.8,2.9,5.9,7.2,8.4,6.1
330,Beşevler,3+1,114.2,1,0,3,24320.0,4.9,6.5,3.7,6.6,7.9,8.4,6.2
331,Beşevler,1+1,46.4,8,1,5,10040.0,4.6,5.0,2.9,5.9,6.2,8.3,5.9
332,Beşevler,2+1,83.4,7,10,10,16080.0,0.1,5.4,2.7,5.6,8.2,9.1,6.1
333,Beşevler,3+1,127.0,10,1,9,23700.0,1.4,5.5,3.6,7.8,7.5,8.0,4.9
334,Beşevler,1+1,46.6,32,6,11,8240.0,4.7,5.7,3.5,6.1,7.0,9.8,5.7
335,Beşevler,1+1,61.1,0,2,3,16540.0,4.0,6.7,3.4,5.5,7.8,7.9,5.5
336,Beşevler,2+1,81.2,1,5,8,16870.0,3.0,6.9,2.2,6.3,7.9,8.4,6.9
337,Beşevler,3+1,104.6,6,7,8,25370.0,2.9,6.4,2.9,5.2,7.1,9.5,6.2
338,Beşevler,2+1,71.7,2,3,7,22850.0,4.4,5.5,4.1,4.5,7.6,9.9,5.9
339,Beşevler,3+1,125.6,0,2,11,30200.0,2.7,5.2,2.6,6.3,8.3,9.2,6.4
340,Beşevler,3+1,114.0,40,3,11,15380.0,3.7,6.4,2.1,5.2,7.4,8.9,7.0
341,Beşevler,3+1,123.8,17,7,7,21130.0,2.9,4.7,2.6,6.3,7.7,7.0,5.3
342,Beşevler,4+1,159.5,0,4,11,47060.0,4.0,6.5,3.3,5.7,7.1,10.0,6.9
343,Beşevler,3+1,102.5,1,0,4,26930.0,2.7,6.3,1.7,4.4,7.7,7.9,4.2
344,Beşevler,3+1,121.4,0,0,4,30900.0,5.7,5.6,3.0,6.2,7.8,8.4,5.9
345,Beşevler,3+1,118.6,15,8,10,27970.0,3.4,7.9,3.4,8.6,6.8,8.0,6.4
346,Beşevler,3+1,101.8,2,5,6,25430.0,5.7,6.8,2.2,7.1,8.2,8.9,6.2
347,Beşevler,3+1,100.7,2,7,8,22790.0,2.7,4.7,2.4,6.2,7.5,8.7,6.5
348,Beşevler,4+1,141.4,1,6,9,30520.0,4.7,3.8,2.4,6.8,6.5,9.3,7.4
349,Beşevler,2+1,83.5,9,11,11,16510.0,5.3,5.2,2.6,5.4,7.7,9.3,5.8
350,Beşevler,2+1,74.1,11,0,4,18540.0,4.6,5.5,3.6,5.8,7.3,7.8,7.3
351,Beşevler,2+1,91.1,25,2,7,14930.0,6.5,5.1,2.5,5.9,7.7,8.2,4.6
352,Beşevler,3+1,113.2,1,5,6,27160.0,3.6,5.2,4.3,5.8,7.2,9.3,5.3
353,Beşevler,2+1,93.0,1,6,6,21830.0,7.1,6.4,1.1,6.3,7.5,8.5,6.2
354,Beşevler,3+1,100.1,8,1,5,19800.0,2.6,9.6,2.4,6.1,6.6,8.6,5.2
355,Beşevler,3+1,100.9,3,9,10,24050.0,1.3,8.2,2.0,7.2,8.1,8.9,5.2
356,Beşevler,4+1,136.4,1,4,4,30130.0,0.9,7.3,2.9,5.6,7.2,8.8,5.2
357,Beşevler,1+1,64.5,10,7,11,13030.0,2.3,6.1,1.8,5.2,7.0,9.1,5.7
358,Beşevler,3+1,109.8,9,1,8,23920.0,3.4,5.3,1.3,6.8,7.8,8.4,5.9
359,Beşevler,3+1,101.2,9,3,4,18300.0,6.7,7.1,1.2,4.8,7.4,8.2,4.8
360,Beşevler,4+1,165.3,4,4,5,33460.0,5.1,5.5,2.8,6.5,6.5,9.6,6.2
361,Beşevler,4+1,147.5,8,1,3,26860.0,4.4,6.1,2.6,5.2,6.7,8.5,5.6
362,Beşevler,2+1,80.3,3,5,6,20640.0,3.2,6.3,3.0,4.6,8.4,8.4,6.7
363,Beşevler,2+1,77.5,4,2,11,19640.0,4.5,6.4,4.1,6.9,8.0,7.5,5.4
364,Beşevler,1+1,49.7,1,7,9,9430.0,3.7,4.2,3.0,4.7,7.8,8.8,7.7
365,Beşevler,4+1,136.7,0,6,6,26170.0,2.6,6.4,1.3,6.0,6.9,8.6,5.0
366,Beşevler,2+1,87.1,0,5,7,20050.0,2.8,5.7,1.9,6.3,7.9,10.0,5.4
367,Beşevler,3+1,108.2,14,0,3,22390.0,3.9,7.3,2.5,6.8,7.8,8.5,5.7
368,Beşevler,3+1,110.9,15,2,10,19730.0,6.7,7.1,2.5,6.4,7.7,8.1,6.7
369,Beşevler,2+1,86.8,2,2,3,20580.0,4.3,6.1,2.5,7.4,6.9,8.8,5.7
370,Beşevler,1+1,64.6,8,0,4,12070.0,4.5,4.4,2.6,4.3,7.6,8.1,4.7
371,Beşevler,1+1,62.1,8,1,9,12040.0,6.4,6.9,2.2,5.3,7.9,8.3,5.8
372,Beşevler,3+1,116.5,8,4,8,27470.0,5.2,5.8,2.8,4.6,6.9,8.7,5.9
373,Beşevler,2+1,76.8,1,2,8,17000.0,4.3,5.2,4.1,6.7,7.7,9.8,4.7
374,Beşevler,1+1,45.0,10,0,6,9660.0,2.3,6.8,3.8,6.2,6.4,7.8,6.5
375,Beşevler,3+1,103.8,1,3,8,27160.0,4.2,5.0,3.8,5.5,7.1,8.8,7.6
376,Beşevler,2+1,72.1,0,7,8,14080.0,5.0,5.1,3.3,5.8,7.8,8.6,3.2
377,Beşevler,3+1,104.0,0,9,10,21340.0,4.7,5.9,4.3,6.2,7.8,9.2,6.3
378,Beşevler,2+1,81.8,3,5,6,19910.0,3.5,7.0,3.1,7.0,7.3,8.8,6.5
379,Beşevler,1+1,53.9,2,4,10,11880.0,5.3,7.9,3.2,5.8,8.0,9.1,5.7
380,Beşevler,1+1,56.3,1,3,10,13970.0,4.1,5.9,3.4,5.9,7.6,7.8,7.2
381,Beşevler,2+1,78.4,14,1,5,19220.0,3.4,5.2,2.6,7.3,5.8,7.8,8.5
382,Beşevler,2+1,87.0,0,0,6,20180.0,5.3,8.2,3.3,5.6,8.0,8.0,5.1
383,Beşevler,3+1,118.5,10,1,11,21070.0,4.5,4.6,0.5,5.2,7.2,8.1,7.4
384,Beşevler,2+1,71.6,14,3,5,14100.0,2.7,5.9,2.4,6.1,7.4,7.8,6.9
385,Beşevler,2+1,87.7,35,2,5,13980.0,2.7,6.1,2.5,5.2,6.5,8.2,6.5
386,Beşevler,2+1,77.7,15,6,6,18570.0,2.8,2.9,2.6,6.4,7.6,8.7,7.2
387,Beşevler,2+1,77.9,0,2,11,15560.0,6.4,6.1,2.5,5.5,7.1,8.0,4.8
388,Beşevler,4+1,160.5,12,5,9,36810.0,4.4,6.3,2.4,5.9,7.7,9.0,5.9
389,Beşevler,1+1,49.7,1,6,11,10660.0,1.3,6.3,3.6,6.5,7.8,8.3,5.3
390,Beşevler,4+1,149.5,11,9,10,34670.0,2.7,5.3,4.3,6.7,7.3,8.7,6.1
391,Beşevler,2+1,73.1,9,3,3,14640.0,4.4,7.4,2.7,5.2,7.7,8.3,5.9
392,Beşevler,1+1,60.5,5,5,6,12610.0,4.0,5.1,3.7,6.7,7.5,8.3,5.9
393,Beşevler,1+1,55.1,4,1,5,12540.0,5.1,4.5,2.2,4.6,8.0,8.7,6.5
394,Beşevler,1+1,49.9,19,3,5,9480.0,5.3,4.8,2.6,6.1,9.2,8.7,7.4
395,Beşevler,3+1,118.1,2,1,10,31730.0,4.3,2.8,2.7,6.5,7.4,9.0,5.2
396,Beşevler,2+1,75.5,17,7,8,13810.0,5.8,5.0,3.3,6.1,6.6,7.6,6.0
397,Beşevler,2+1,73.0,15,1,7,8950.0,5.1,5.9,3.9,5.3,7.7,9.1,5.6
398,Beşevler,3+1,112.2,5,1,8,26120.0,4.0,7.2,2.6,4.9,8.7,8.1,5.5
399,Beşevler,2+1,88.9,2,7,8,20010.0,3.9,6.2,1.1,7.5,7.4,8.9,4.8
400,Beşevler,4+1,136.9,6,8,8,27510.0,5.1,5.2,2.6,5.8,8.3,7.2,4.8
401,Beşevler,4+1,143.3,32,2,8,18610.0,2.9,3.6,2.2,7.0,7.7,8.6,5.1
402,Beşevler,3+1,107.3,1,0,6,26980.0,5.4,6.8,2.4,6.0,7.3,8.4,7.8
403,Beşevler,3+1,117.5,4,1,3,21370.0,3.0,5.4,2.8,4.7,7.9,9.0,6.5
404,Beşevler,3+1,110.0,1,1,7,24040.0,7.2,6.1,2.0,6.1,6.7,7.7,5.1
405,Beşevler,2+1,74.2,3,4,11,17600.0,2.4,5.4,3.2,5.5,7.3,8.8,5.7
406,Beşevler,3+1,119.5,19,4,10,25420.0,4.8,4.2,2.1,5.3,7.0,8.4,6.6
407,Beşevler,1+1,57.0,3,8,8,9540.0,4.1,6.0,3.1,7.7,8.2,9.0,5.1
408,Beşevler,3+1,100.8,0,9,10,24570.0,4.5,4.7,4.0,6.1,6.5,8.5,6.3
409,Beşevler,4+1,143.4,2,1,4,33050.0,2.0,4.3,3.9,7.0,7.7,9.5,7.0
410,Beşevler,1+1,53.4,22,1,9,10200.0,3.4,5.2,3.2,4.7,7.9,7.8,6.3
411,Beşevler,3+1,109.1,1,4,4,24350.0,6.8,7.7,3.3,6.0,8.0,9.3,5.3
412,Beşevler,4+1,152.7,41,3,6,24820.0,0.8,6.7,2.3,5.5,7.9,8.7,5.6
413,Beşevler,1+1,53.3,5,4,11,10090.0,3.5,6.4,2.9,4.9,8.1,6.6,5.6
414,Beşevler,2+1,87.2,5,7,8,21640.0,2.9,6.7,3.2,4.6,8.6,7.5,6.4
415,Beşevler,4+1,145.1,14,8,9,31550.0,1.7,5.9,2.5,5.5,7.8,9.3,5.7
416,Beşevler,4+1,136.9,4,6,9,29290.0,3.6,5.2,3.3,6.2,6.5,7.3,6.4
417,Beşevler,1+1,64.5,4,2,11,12080.0,1.9,8.0,3.3,5.7,6.9,8.1,4.9
418,Beşevler,2+1,84.1,3,9,9,17860.0,2.4,5.5,0.9,5.9,7.4,9.1,4.3
419,Beşevler,3+1,114.2,0,0,3,26100.0,5.5,4.2,3.6,5.4,6.5,7.7,6.0
420,Beşevler,1+1,53.3,2,4,5,8950.0,6.1,7.1,2.2,6.0,8.1,8.8,6.1
421,Beşevler,2+1,71.2,1,0,8,16180.0,3.6,5.5,3.1,6.0,6.9,9.1,5.1
422,Beşevler,1+1,45.5,3,7,7,7560.0,5.3,5.2,4.0,5.6,7.5,9.8,5.8
423,Beşevler,1+1,51.9,18,2,4,9870.0,5.3,5.2,2.2,5.5,7.6,8.3,6.6
424,Beşevler,2+1,71.8,1,5,11,13540.0,7.0,6.4,3.4,4.9,7.5,8.9,5.8
425,Beşevler,3+1,103.7,1,3,6,20710.0,2.7,7.9,3.8,5.9,7.5,7.9,6.8
426,Beşevler,2+1,90.0,15,2,4,17200.0,3.6,6.0,3.6,7.3,7.9,9.1,5.8
427,Beşevler,3+1,108.8,2,3,11,20340.0,3.5,5.9,2.6,7.2,7.8,9.5,6.2
428,Beşevler,2+1,76.5,35,6,7,12330.0,1.9,5.4,2.7,6.3,7.8,8.1,6.4
429,Beşevler,2+1,92.1,7,0,5,22260.0,1.5,6.1,4.3,5.4,7.5,7.6,7.5
430,Beşevler,1+1,52.6,6,6,11,12280.0,2.7,5.2,3.4,5.5,6.2,8.5,4.7
431,Beşevler,1+1,47.2,10,4,8,8960.0,1.2,4.7,3.8,7.8,7.9,8.4,5.6
432,Beşevler,2+1,94.8,6,1,5,25700.0,6.1,3.9,2.5,5.5,7.5,8.5,8.7
433,Beşevler,1+1,48.7,2,2,6,10970.0,4.2,4.7,3.1,6.4,7.7,8.9,7.3
434,Beşevler,1+1,46.7,14,9,10,8580.0,3.7,6.3,2.6,5.3,6.8,7.3,5.8
435,Beşevler,1+1,59.9,2,1,7,11330.0,4.6,6.9,2.6,5.7,7.8,8.0,5.3
436,Beşevler,3+1,126.1,1,3,10,31890.0,1.0,7.6,3.3,6.8,7.7,8.5,5.8
437,Beşevler,2+1,86.3,10,5,5,14460.0,3.2,8.5,2.5,5.8,7.0,8.7,5.3
438,Beşevler,4+1,166.0,22,2,5,32590.0,5.2,7.3,3.1,8.6,8.1,8.7,5.2
439,Beşevler,3+1,107.7,2,1,4,28570.0,5.2,4.5,3.4,5.0,6.6,8.7,6.5
440,Beşevler,2+1,74.8,10,5,5,13650.0,3.8,4.2,1.4,6.6,7.0,9.1,7.0
441,Beşevler,1+1,58.8,0,5,7,10520.0,4.2,5.4,2.6,7.6,6.6,8.8,5.1
442,Beşevler,2+1,90.5,4,3,3,17710.0,2.9,7.1,4.4,6.4,7.0,8.7,8.2
443,Beşevler,1+1,52.7,12,7,9,10610.0,4.9,6.5,2.4,5.4,8.1,9.3,7.4
444,Beşevler,2+1,81.1,8,2,5,19940.0,5.1,4.8,2.2,6.4,7.4,8.5,7.0
445,Beşevler,2+1,90.5,10,5,5,19300.0,5.0,4.2,2.5,5.3,7.5,9.6,7.8
446,Beşevler,2+1,74.4,21,4,8,14140.0,4.6,6.4,4.4,6.9,6.9,9.1,6.8
447,Beşevler,2+1,71.4,22,3,4,13110.0,4.2,3.6,2.9,5.5,6.8,9.5,6.5
448,Beşevler,3+1,103.8,6,1,3,25120.0,2.8,6.0,3.7,4.5,7.5,8.2,5.9
449,Beşevler,3+1,104.3,28,6,8,16600.0,4.4,8.4,2.6,7.5,7.5,9.7,6.7
450,Beşevler,3+1,100.7,1,1,10,23140.0,5.3,6.0,2.7,5.8,8.1,9.4,5.4
451,Nilüfer,2+1,70.4,5,0,4,15880.0,8.4,6.9,3.6,7.8,7.3,6.9,2.5
452,Nilüfer,2+1,79.0,33,3,5,15030.0,8.4,5.6,3.4,8.8,9.0,8.2,4.8
453,Nilüfer,2+1,84.6,1,0,10,23240.0,6.6,6.8,3.6,7.7,8.3,7.1,3.3
454,Nilüfer,1+1,60.0,4,0,4,15780.0,5.5,6.1,3.9,8.6,7.3,7.4,4.7
455,Nilüfer,4+1,149.5,5,6,7,39680.0,9.2,6.9,3.8,7.1,7.5,8.2,4.8
456,Nilüfer,1+1,61.5,0,7,9,14910.0,8.7,6.8,2.7,7.6,8.1,8.2,4.9
457,Nilüfer,1+1,51.0,6,7,8,11390.0,7.9,6.6,4.9,8.6,8.4,7.8,4.4
458,Nilüfer,1+1,59.4,24,8,10,12060.0,8.2,8.1,2.9,7.0,8.9,8.0,4.1
459,Nilüfer,2+1,79.6,14,4,5,18800.0,11.3,7.2,4.0,6.2,7.7,8.4,4.9
460,Nilüfer,2+1,88.6,14,5,10,21420.0,10.4,4.6,4.7,5.3,8.6,7.5,2.4
461,Nilüfer,1+1,55.5,5,0,6,14680.0,6.9,4.8,4.1,8.9,8.7,6.1,3.1
462,Nilüfer,2+1,76.1,4,9,10,19890.0,5.4,7.9,4.0,7.1,7.9,6.1,4.2
463,Nilüfer,3+1,118.8,0,8,8,31780.0,7.1,7.3,4.3,7.4,8.2,7.4,3.9
464,Nilüfer,2+1,87.6,8,0,6,21030.0,7.0,6.6,3.1,6.2,8.2,7.7,5.3
465,Nilüfer,4+1,142.1,9,2,5,30080.0,6.0,4.9,4.7,8.6,8.4,6.9,6.1
466,Nilüfer,2+1,83.1,23,4,6,17960.0,10.8,7.3,3.2,7.0,6.9,7.3,5.5
467,Nilüfer,1+1,49.0,5,3,11,12420.0,9.0,7.5,3.6,6.9,8.5,5.3,4.8
468,Nilüfer,4+1,169.8,16,0,3,37050.0,6.8,8.2,3.9,7.6,8.5,7.5,7.4
469,Nilüfer,3+1,100.9,1,7,9,24280.0,9.2,5.4,1.8,7.5,8.8,7.5,4.2
470,Nilüfer,2+1,73.0,4,0,3,14320.0,9.2,7.9,4.4,8.0,8.4,7.9,5.3
471,Nilüfer,3+1,128.8,5,0,6,31320.0,8.1,7.4,4.4,8.4,7.5,7.7,3.7
472,Nilüfer,2+1,70.7,2,0,5,23220.0,8.3,6.3,5.0,7.2,8.1,7.2,6.0
473,Nilüfer,2+1,92.0,16,3,4,21510.0,7.4,8.3,5.5,7.8,8.1,7.6,5.7
474,Nilüfer,3+1,123.9,4,9,10,26540.0,6.7,6.9,4.9,7.9,7.5,7.0,5.7
475,Nilüfer,3+1,124.5,2,0,5,36010.0,6.0,7.5,5.3,7.7,7.5,7.8,4.1
476,Nilüfer,2+1,90.9,16,5,8,19110.0,6.9,5.8,3.4,7.1,7.4,8.8,4.9
477,Nilüfer,2+1,78.7,6,3,7,18280.0,7.9,6.7,3.9,7.8,7.8,6.6,4.6
478,Nilüfer,2+1,73.9,6,1,4,20150.0,11.3,6.5,3.1,6.6,8.1,7.6,3.8
479,Nilüfer,1+1,55.7,6,7,9,11280.0,6.6,6.7,3.5,7.9,8.9,8.0,5.4
480,Nilüfer,4+1,147.8,0,2,6,43090.0,9.1,7.8,2.3,6.8,7.8,8.0,4.5
481,Nilüfer,2+1,84.5,8,3,3,23140.0,5.9,7.6,3.0,6.2,7.8,8.4,4.9
482,Nilüfer,2+1,91.4,3,8,11,23550.0,7.5,5.5,4.4,7.1,7.6,8.4,5.5
483,Nilüfer,2+1,94.5,43,1,9,17070.0,8.7,8.9,3.8,9.1,8.5,7.3,5.2
484,Nilüfer,2+1,81.4,3,0,5,23450.0,7.5,6.7,4.0,8.8,8.3,7.8,4.5
485,Nilüfer,2+1,89.5,2,4,10,27500.0,7.1,7.1,2.8,8.1,8.8,8.6,4.7
486,Nilüfer,4+1,136.3,5,5,8,34940.0,7.6,7.2,3.9,7.3,7.9,8.7,6.9
487,Nilüfer,2+1,82.2,1,1,3,20890.0,8.8,7.7,3.6,7.9,7.6,7.3,4.5
488,Nilüfer,3+1,110.7,3,3,3,30490.0,7.9,7.7,2.0,6.3,8.4,5.6,5.6
489,Nilüfer,2+1,78.7,1,0,9,22810.0,12.3,4.3,4.1,6.1,8.3,7.4,4.6
490,Nilüfer,2+1,83.8,2,6,7,24540.0,6.9,5.3,4.8,7.4,9.1,8.4,3.8
491,Nilüfer,1+1,52.7,3,4,4,13980.0,7.8,6.8,3.5,8.5,8.0,7.2,4.0
492,Nilüfer,2+1,87.2,2,0,11,26210.0,7.2,7.8,1.5,8.0,7.9,7.2,4.7
493,Nilüfer,1+1,51.6,5,5,5,13110.0,7.0,5.8,2.3,7.7,9.0,7.6,3.3
494,Nilüfer,3+1,119.5,22,3,9,26000.0,3.0,7.7,2.7,6.4,7.9,7.8,3.0
495,Nilüfer,3+1,113.5,0,0,5,26450.0,6.0,8.2,2.3,8.4,7.9,7.4,3.0
496,Nilüfer,2+1,81.5,2,2,3,17440.0,8.2,7.1,3.0,8.2,6.7,7.7,6.0
497,Nilüfer,2+1,79.3,3,0,3,18470.0,7.0,7.7,2.9,8.1,9.3,7.5,3.3
498,Nilüfer,3+1,118.3,1,0,4,33660.0,6.7,8.0,3.4,6.9,7.8,6.7,6.3
499,Nilüfer,1+1,55.1,2,3,5,15130.0,6.7,5.7,3.3,8.4,7.7,6.9,4.6
500,Nilüfer,4+1,161.2,5,5,8,47680.0,8.0,7.8,4.1,6.6,7.4,6.7,3.3
501,Nilüfer,2+1,84.1,0,4,8,15070.0,10.6,5.9,5.1,6.3,7.5,6.0,4.8
502,Nilüfer,1+1,49.5,3,0,3,13650.0,8.6,9.2,3.0,7.7,7.2,7.3,4.0
503,Nilüfer,1+1,48.3,2,5,5,11070.0,9.0,6.9,3.2,6.9,7.7,8.7,4.8
504,Nilüfer,4+1,167.2,21,1,10,39720.0,6.4,6.7,3.3,7.6,7.6,7.8,5.8
505,Nilüfer,1+1,46.5,5,0,7,10880.0,10.5,8.2,4.3,7.3,7.8,6.5,5.2
506,Nilüfer,3+1,119.7,17,0,6,25180.0,7.3,7.2,4.2,6.3,8.4,7.5,3.5
